Total Sum,1233155.789,,752492.4438,,,393269.235,,,,,7261.085913,,,,,43874.38672,,,,36258.6375,
,STAKER ADDRESS,BREE STAKE,AIRDROP (1.2x),BREE HOLDER ADDRESS,BREE BALANCE,AIRDROP (1x),,UNISWAP LP (HOLDERS),UNI-V2 BAL,BREE BALANCE,Airdrop (2x),,UNISWAP LP (STAKERS),UNI-V2 BAL,BREE BALANCE,Airdrop (2.2x),,SBREE HOLDERS,SBREE BALANCE,Airdrop (0.8x),
,0x4335793db316340f9fa92cd69e903452a4590006,30003.00398,36003.60477,0xc5142a066dfcabbd20ff8b581c5e82f523af21bc,627077.0365,0,Staking address,0xc5142a066dfcabbd20ff8b581c5e82f523af21bc,1994.290305,19942.90305,0,Staking address,0x88ca2858afca552739c5ceee7a8f4c240a564ac7,264.93,2649.3,5828.46,,0x274f3c32c90517975e29dfc209a23f315c1e5fc7,4107.426137,0,Hotbit
,0x00f30da49c6dde3364ac802b9b318a872996995b,25000,30000,0xdabd20d48dbf4e9c88256bff9b1d3d3831210722,334490.2,0,Team (burned),0x3f390d40fe06b1e3464fdb16d0fecc3deb5e278a,120.1192304,1201.192304,2402.384608,,0x2712027f79419c992c66cdddd56082163f400b12,257.3326906,2573.326906,5661.319194,,0x2b64720f8fb1e781f34fa0d2fd4328870e3b78b3,2258.783211,1807.026569,
,0xadb802a87832129de40052805f3bc9d56689e136,20878,25053.6,0x0239e2aa2c4247ffa350a0f7eaef4a2851461e83,103779,0,Team (marketing),0x5b2015fd36459cf7be0b2e9e8ba6d02a04460f93,56.41510517,564.1510517,1128.302103,,0xace62ccb6bea8675940aded1a674773096691eba,131.5865,1315.865,2894.903,,0x1468e9df7100ec742efe82d83135b7494b65b8ce,1489.156097,1191.324878,
,0x063b6f85322d4783de7e3009fa3af2c3d970fe45,20000,24000,0x85c90f369676789d3234ecf07adb5262df1bcf15,50000,0,Team (dev rug SAD!),0x85919a072c3efabff11d55e627d7f9bc7ab5a98a,52.76481394,527.6481394,1055.296279,,0xe74b3696c6d93716ce01472125be3b9c74aa378b,120.9695995,1209.695995,2661.33119,,0x764d1fdff1fbce0034c69262be875a3c647e9a5f,1209.727874,967.7822988,
,0x9ca9265f3ef8673d0d966a91248790d88db71e9d,14346.00546,17215.20655,0x961eb1645355297b5ee6e6c60ba9e72505e550f8,23557.80193,23557.80193,,0xdb6c892f2392134524b85105cf4a85559acb82d3,44.03418895,440.3418895,880.6837789,,0xcf26598f57e30c5470cc9d63f6e75e27bba5b2be,113.73,1137.3,2502.06,,0x9886cb289698c54cd9aa6948756e38e92c04b8ee,960.4470289,768.3576231,
,0x9d0f45874c67bcb0858c30a48aaf028443caf4ba,13935,16722,0x557a078023680b289e5ef02247bdd26fd301aa0a,11820.96495,11820.96495,,0x8358394900a64f73cbaec3f746c8932baa22b5b7,29.60835568,296.0835568,592.1671135,,0x05a3b47068083ea74ec6707c6c76a19ff23c9f40,112.7760278,1127.760278,2481.072612,,0x596f7383223db0d484fd220d0ab036e042bafea4,789.1893472,0,Uniswap
,0x2712027f79419c992c66cdddd56082163f400b12,11911.9,14294.28,0x6fc147dbe76d8a5f6960723d63f3faa10958e9bf,11707.73212,11707.73212,,0x977acaee9bd726d2cdb1e6e2943a636dd65d73b1,16.20655895,162.0655895,324.1311791,,0x8989c16c629bbf1786a59fc3aee83b6ebd675f3d,105.3319639,1053.319639,2317.303207,,0x1b6c743940ecb58fd108d3ec42da752c6b3c2eed,708.2982109,566.6385687,
,0x2d55a5781e9972650fa4f7fc90a6250609e23333,11481.27564,13777.53077,0x09ab717bdf923c628df47a3699af94cd10773b56,11300.014,11300.014,,0xb29805709b3fe945e3cd00a6844bb05e67c59866,8.11060341,81.1060341,162.2120682,,0x6c02fe25c996a35cd3669796d3df75283f04284c,98.28940016,982.8940016,2162.366804,,0xcf8e9a44c47461cd099f73fe6b4c2bc609a14e2a,700.0053736,560.0042988,
